record_id,month,day,year,AverageTemperatureFahr,AverageTemperatureUncertaintyFahr,City,country_id,Country,Latitude,Longitude
1357550,2,1,1957,67.6994,33.2906,Cape Town,SOU,South Africa,32.95S,18.19E
1357551,3,1,1957,66.2846,32.855,Cape Town,SOU,South Africa,32.95S,18.19E
1357552,4,1,1957,60.6416,33.0476,Cape Town,SOU,South Africa,32.95S,18.19E
1357553,5,1,1957,57.6788,33.1574,Cape Town,SOU,South Africa,32.95S,18.19E
1357554,6,1,1957,53.1662,34.2662,Cape Town,SOU,South Africa,32.95S,18.19E
1357555,7,1,1957,53.3696,34.1204,Cape Town,SOU,South Africa,32.95S,18.19E
1357556,8,1,1957,54.2084,33.332,Cape Town,SOU,South Africa,32.95S,18.19E
1357557,9,1,1957,56.3396,33.6182,Cape Town,SOU,South Africa,32.95S,18.19E
1357558,10,1,1957,56.822,34.034,Cape Town,SOU,South Africa,32.95S,18.19E
1357559,11,1,1957,63.2822,33.7028,Cape Town,SOU,South Africa,32.95S,18.19E
1357560,12,1,1957,67.5572,32.7938,Cape Town,SOU,South Africa,32.95S,18.19E
1357561,1,1,1958,68.2538,33.1358,Cape Town,SOU,South Africa,32.95S,18.19E
1357562,2,1,1958,66.4934,33.8288,Cape Town,SOU,South Africa,32.95S,18.19E
1357563,3,1,1958,66.2342,33.0314,Cape Town,SOU,South Africa,32.95S,18.19E
1357564,4,1,1958,61.3058,33.2852,Cape Town,SOU,South Africa,32.95S,18.19E
1357565,5,1,1958,55.9832,33.0296,Cape Town,SOU,South Africa,32.95S,18.19E
1357566,6,1,1958,53.3588,33.503,Cape Town,SOU,South Africa,32.95S,18.19E
1357567,7,1,1958,54.4604,34.0304,Cape Town,SOU,South Africa,32.95S,18.19E
1357568,8,1,1958,54.9338,33.1502,Cape Town,SOU,South Africa,32.95S,18.19E
1357569,9,1,1958,56.228,33.3824,Cape Town,SOU,South Africa,32.95S,18.19E
1357570,10,1,1958,59.6534,33.053,Cape Town,SOU,South Africa,32.95S,18.19E
1357571,11,1,1958,63.4136,33.1052,Cape Town,SOU,South Africa,32.95S,18.19E
1357572,12,1,1958,68.3924,33.341,Cape Town,SOU,South Africa,32.95S,18.19E
1357573,1,1,1959,66.9056,33.2582,Cape Town,SOU,South Africa,32.95S,18.19E
1357574,2,1,1959,69.1178,32.7938,Cape Town,SOU,South Africa,32.95S,18.19E
1357575,3,1,1959,66.2702,33.17,Cape Town,SOU,South Africa,32.95S,18.19E
1357576,4,1,1959,61.133,32.9,Cape Town,SOU,South Africa,32.95S,18.19E
1357577,5,1,1959,55.5242,33.1628,Cape Town,SOU,South Africa,32.95S,18.19E
1357578,6,1,1959,55.6232,33.3644,Cape Town,SOU,South Africa,32.95S,18.19E
1357579,7,1,1959,54.3272,32.9198,Cape Town,SOU,South Africa,32.95S,18.19E
1357580,8,1,1959,55.8716,32.5976,Cape Town,SOU,South Africa,32.95S,18.19E
1357581,9,1,1959,58.5086,32.594,Cape Town,SOU,South Africa,32.95S,18.19E
1357582,10,1,1959,59.3582,32.6138,Cape Town,SOU,South Africa,32.95S,18.19E
1357583,11,1,1959,63.8006,34.2932,Cape Town,SOU,South Africa,32.95S,18.19E
1357584,12,1,1959,66.5078,33.584,Cape Town,SOU,South Africa,32.95S,18.19E
1357585,1,1,1960,68.126,32.4572,Cape Town,SOU,South Africa,32.95S,18.19E
1357586,2,1,1960,69.0998,33.2042,Cape Town,SOU,South Africa,32.95S,18.19E
1357587,3,1,1960,65.4458,32.7434,Cape Town,SOU,South Africa,32.95S,18.19E
1357588,4,1,1960,61.5488,32.6192,Cape Town,SOU,South Africa,32.95S,18.19E
1357589,5,1,1960,56.7122,32.9306,Cape Town,SOU,South Africa,32.95S,18.19E
1357590,6,1,1960,56.1524,32.4734,Cape Town,SOU,South Africa,32.95S,18.19E
1357591,7,1,1960,54.6116,33.368,Cape Town,SOU,South Africa,32.95S,18.19E
1357592,8,1,1960,54.2246,33.3896,Cape Town,SOU,South Africa,32.95S,18.19E
1357593,9,1,1960,58.7606,33.1826,Cape Town,SOU,South Africa,32.95S,18.19E
1357594,10,1,1960,61.1564,32.7974,Cape Town,SOU,South Africa,32.95S,18.19E
1357595,11,1,1960,66.6878,33.7496,Cape Town,SOU,South Africa,32.95S,18.19E
1357596,12,1,1960,68.1746,32.7002,Cape Town,SOU,South Africa,32.95S,18.19E
1357597,1,1,1961,67.8326,32.9756,Cape Town,SOU,South Africa,32.95S,18.19E
1357598,2,1,1961,68.27,32.5814,Cape Town,SOU,South Africa,32.95S,18.19E
1357599,3,1,1961,67.0442,32.792,Cape Town,SOU,South Africa,32.95S,18.19E
1357600,4,1,1961,62.6486,33.0188,Cape Town,SOU,South Africa,32.95S,18.19E
1357601,5,1,1961,56.57,32.6354,Cape Town,SOU,South Africa,32.95S,18.19E
1357602,6,1,1961,56.147,32.6282,Cape Town,SOU,South Africa,32.95S,18.19E
1357603,7,1,1961,56.3504,32.4878,Cape Town,SOU,South Africa,32.95S,18.19E
1357604,8,1,1961,55.8518,32.5202,Cape Town,SOU,South Africa,32.95S,18.19E
1357605,9,1,1961,56.9588,32.7488,Cape Town,SOU,South Africa,32.95S,18.19E
1357606,10,1,1961,57.623,32.9558,Cape Town,SOU,South Africa,32.95S,18.19E
1357607,11,1,1961,64.8716,33.386,Cape Town,SOU,South Africa,32.95S,18.19E
1357608,12,1,1961,65.5196,32.468,Cape Town,SOU,South Africa,32.95S,18.19E
1357609,1,1,1962,67.7912,32.7938,Cape Town,SOU,South Africa,32.95S,18.19E
1357610,2,1,1962,67.6562,33.4562,Cape Town,SOU,South Africa,32.95S,18.19E
1357611,3,1,1962,66.1658,32.5832,Cape Town,SOU,South Africa,32.95S,18.19E
1357612,4,1,1962,62.069,34.0412,Cape Town,SOU,South Africa,32.95S,18.19E
1357613,5,1,1962,59.8028,32.9018,Cape Town,SOU,South Africa,32.95S,18.19E
1357614,6,1,1962,54.9374,33.0008,Cape Town,SOU,South Africa,32.95S,18.19E
1357615,7,1,1962,54.3686,32.855,Cape Town,SOU,South Africa,32.95S,18.19E
1357616,8,1,1962,54.4118,32.4608,Cape Town,SOU,South Africa,32.95S,18.19E
1357617,9,1,1962,56.417,33.1268,Cape Town,SOU,South Africa,32.95S,18.19E
1357618,10,1,1962,59.6768,32.9468,Cape Town,SOU,South Africa,32.95S,18.19E
1357619,11,1,1962,62.0114,32.7038,Cape Town,SOU,South Africa,32.95S,18.19E
1357620,12,1,1962,67.2746,33.0476,Cape Town,SOU,South Africa,32.95S,18.19E
1357621,1,1,1963,71.3246,33.3032,Cape Town,SOU,South Africa,32.95S,18.19E
1357622,2,1,1963,68.4032,32.6606,Cape Town,SOU,South Africa,32.95S,18.19E
1357623,3,1,1963,67.2584,33.332,Cape Town,SOU,South Africa,32.95S,18.19E
1357624,4,1,1963,61.8818,33.3914,Cape Town,SOU,South Africa,32.95S,18.19E
1357625,5,1,1963,59.738,33.4742,Cape Town,SOU,South Africa,32.95S,18.19E
1357626,6,1,1963,57.1622,32.936,Cape Town,SOU,South Africa,32.95S,18.19E
1357627,7,1,1963,53.5316,32.954,Cape Town,SOU,South Africa,32.95S,18.19E
1357628,8,1,1963,55.076,32.6066,Cape Town,SOU,South Africa,32.95S,18.19E
1357629,9,1,1963,59.585,32.8244,Cape Town,SOU,South Africa,32.95S,18.19E
1357630,10,1,1963,62.7584,32.6048,Cape Town,SOU,South Africa,32.95S,18.19E
1357631,11,1,1963,66.7184,32.9216,Cape Town,SOU,South Africa,32.95S,18.19E
1357632,12,1,1963,68.1908,32.5328,Cape Town,SOU,South Africa,32.95S,18.19E
1357633,1,1,1964,68.5922,32.819,Cape Town,SOU,South Africa,32.95S,18.19E
1357634,2,1,1964,67.2206,32.6822,Cape Town,SOU,South Africa,32.95S,18.19E
1357635,3,1,1964,66.0614,33.4454,Cape Town,SOU,South Africa,32.95S,18.19E
1357636,4,1,1964,61.9178,33.4004,Cape Town,SOU,South Africa,32.95S,18.19E
1357637,5,1,1964,60.4562,32.765,Cape Town,SOU,South Africa,32.95S,18.19E
1357638,6,1,1964,54.1166,32.576,Cape Town,SOU,South Africa,32.95S,18.19E
1357639,7,1,1964,54.6332,32.4554,Cape Town,SOU,South Africa,32.95S,18.19E
1357640,8,1,1964,53.4902,32.9198,Cape Town,SOU,South Africa,32.95S,18.19E
1357641,9,1,1964,55.2524,32.7326,Cape Town,SOU,South Africa,32.95S,18.19E
1357642,10,1,1964,59.4446,32.8226,Cape Town,SOU,South Africa,32.95S,18.19E
1357643,11,1,1964,62.1842,33.4526,Cape Town,SOU,South Africa,32.95S,18.19E
1357644,12,1,1964,67.5032,33.0548,Cape Town,SOU,South Africa,32.95S,18.19E
1357645,1,1,1965,68.3384,32.4986,Cape Town,SOU,South Africa,32.95S,18.19E
1357646,2,1,1965,66.9812,34.2752,Cape Town,SOU,South Africa,32.95S,18.19E
1357647,3,1,1965,65.1362,34.142,Cape Town,SOU,South Africa,32.95S,18.19E
1357648,4,1,1965,62.879,33.2096,Cape Town,SOU,South Africa,32.95S,18.19E
1357649,5,1,1965,57.3404,32.9756,Cape Town,SOU,South Africa,32.95S,18.19E
1357650,6,1,1965,53.6954,33.1052,Cape Town,SOU,South Africa,32.95S,18.19E
1357651,7,1,1965,53.9888,32.9828,Cape Town,SOU,South Africa,32.95S,18.19E
1357652,8,1,1965,54.6566,32.621,Cape Town,SOU,South Africa,32.95S,18.19E
1357653,9,1,1965,58.7966,33.4076,Cape Town,SOU,South Africa,32.95S,18.19E
1357654,10,1,1965,61.124,33.1718,Cape Town,SOU,South Africa,32.95S,18.19E
1357655,11,1,1965,63.2066,32.648,Cape Town,SOU,South Africa,32.95S,18.19E
1357656,12,1,1965,63.6152,33.5678,Cape Town,SOU,South Africa,32.95S,18.19E
1357657,1,1,1966,68.288,33.1502,Cape Town,SOU,South Africa,32.95S,18.19E
1357658,2,1,1966,64.8518,33.4706,Cape Town,SOU,South Africa,32.95S,18.19E
1357659,3,1,1966,65.0354,34.4588,Cape Town,SOU,South Africa,32.95S,18.19E
1357660,4,1,1966,64.9094,33.2312,Cape Town,SOU,South Africa,32.95S,18.19E
1357661,5,1,1966,58.4888,33.0152,Cape Town,SOU,South Africa,32.95S,18.19E
1357662,6,1,1966,56.0786,32.756,Cape Town,SOU,South Africa,32.95S,18.19E
1357663,7,1,1966,52.3814,33.0044,Cape Town,SOU,South Africa,32.95S,18.19E
1357664,8,1,1966,54.6296,33.1232,Cape Town,SOU,South Africa,32.95S,18.19E
1357665,9,1,1966,57.8516,32.6462,Cape Town,SOU,South Africa,32.95S,18.19E
1357666,10,1,1966,61.9412,32.585,Cape Town,SOU,South Africa,32.95S,18.19E
1357667,11,1,1966,64.4252,32.7146,Cape Town,SOU,South Africa,32.95S,18.19E
1357668,12,1,1966,67.442,33.089,Cape Town,SOU,South Africa,32.95S,18.19E
1357669,1,1,1967,66.2666,33.7892,Cape Town,SOU,South Africa,32.95S,18.19E
1357670,2,1,1967,69.4382,32.7614,Cape Town,SOU,South Africa,32.95S,18.19E
1357671,3,1,1967,66.0686,32.5958,Cape Town,SOU,South Africa,32.95S,18.19E
1357672,4,1,1967,59.9702,32.5256,Cape Town,SOU,South Africa,32.95S,18.19E
1357673,5,1,1967,58.217,32.63,Cape Town,SOU,South Africa,32.95S,18.19E
1357674,6,1,1967,53.0294,33.413,Cape Town,SOU,South Africa,32.95S,18.19E
1357675,7,1,1967,52.9988,33.2996,Cape Town,SOU,South Africa,32.95S,18.19E
1357676,8,1,1967,54.4226,33.1574,Cape Town,SOU,South Africa,32.95S,18.19E
1357677,9,1,1967,58.343,33.8774,Cape Town,SOU,South Africa,32.95S,18.19E
1357678,10,1,1967,60.3968,32.4338,Cape Town,SOU,South Africa,32.95S,18.19E
1357679,11,1,1967,65.6402,33.2564,Cape Town,SOU,South Africa,32.95S,18.19E
1357680,12,1,1967,67.8704,33.4184,Cape Town,SOU,South Africa,32.95S,18.19E
1357681,1,1,1968,65.8634,34.3742,Cape Town,SOU,South Africa,32.95S,18.19E
1357682,2,1,1968,64.445,33.8864,Cape Town,SOU,South Africa,32.95S,18.19E
1357683,3,1,1968,67.4564,32.8154,Cape Town,SOU,South Africa,32.95S,18.19E
1357684,4,1,1968,61.9106,32.8658,Cape Town,SOU,South Africa,32.95S,18.19E
1357685,5,1,1968,58.1072,32.6786,Cape Town,SOU,South Africa,32.95S,18.19E
1357686,6,1,1968,53.393,33.2204,Cape Town,SOU,South Africa,32.95S,18.19E
1357687,7,1,1968,52.1798,32.6732,Cape Town,SOU,South Africa,32.95S,18.19E
1357688,8,1,1968,52.9448,32.6102,Cape Town,SOU,South Africa,32.95S,18.19E
1357689,9,1,1968,57.4502,32.8586,Cape Town,SOU,South Africa,32.95S,18.19E
1357690,10,1,1968,58.8326,33.4184,Cape Town,SOU,South Africa,32.95S,18.19E
1357691,11,1,1968,65.6096,33.9764,Cape Town,SOU,South Africa,32.95S,18.19E
1357692,12,1,1968,65.8688,33.4112,Cape Town,SOU,South Africa,32.95S,18.19E
1357693,1,1,1969,67.1522,33.9746,Cape Town,SOU,South Africa,32.95S,18.19E
1357694,2,1,1969,68.1782,33.0296,Cape Town,SOU,South Africa,32.95S,18.19E
1357695,3,1,1969,68.2268,32.8262,Cape Town,SOU,South Africa,32.95S,18.19E
1357696,4,1,1969,60.0242,32.9144,Cape Town,SOU,South Africa,32.95S,18.19E
1357697,5,1,1969,57.1856,33.0368,Cape Town,SOU,South Africa,32.95S,18.19E
1357698,6,1,1969,54.0734,32.6714,Cape Town,SOU,South Africa,32.95S,18.19E
1357699,7,1,1969,53.9078,32.5904,Cape Town,SOU,South Africa,32.95S,18.19E
1357700,8,1,1969,56.336,32.5544,Cape Town,SOU,South Africa,32.95S,18.19E
1357701,9,1,1969,55.7672,32.7488,Cape Town,SOU,South Africa,32.95S,18.19E
1357702,10,1,1969,59.747,32.8766,Cape Town,SOU,South Africa,32.95S,18.19E
1357703,11,1,1969,62.9492,33.1844,Cape Town,SOU,South Africa,32.95S,18.19E
1357704,12,1,1969,67.1378,33.4904,Cape Town,SOU,South Africa,32.95S,18.19E
1357705,1,1,1970,68.8046,33.4076,Cape Town,SOU,South Africa,32.95S,18.19E
1357706,2,1,1970,68.5958,32.6102,Cape Town,SOU,South Africa,32.95S,18.19E
1357707,3,1,1970,66.632,33.4526,Cape Town,SOU,South Africa,32.95S,18.19E
1357708,4,1,1970,63.5846,33.5804,Cape Town,SOU,South Africa,32.95S,18.19E
1357709,5,1,1970,57.029,32.7848,Cape Town,SOU,South Africa,32.95S,18.19E
1357710,6,1,1970,53.8628,32.7272,Cape Town,SOU,South Africa,32.95S,18.19E
1357711,7,1,1970,50.6966,33.0602,Cape Town,SOU,South Africa,32.95S,18.19E
1357712,8,1,1970,52.0988,33.0152,Cape Town,SOU,South Africa,32.95S,18.19E
1357713,9,1,1970,54.9176,33.6092,Cape Town,SOU,South Africa,32.95S,18.19E
1357714,10,1,1970,61.5812,32.5598,Cape Town,SOU,South Africa,32.95S,18.19E
1357715,11,1,1970,61.1564,33.8774,Cape Town,SOU,South Africa,32.95S,18.19E
1357716,12,1,1970,62.762,33.7964,Cape Town,SOU,South Africa,32.95S,18.19E
1357717,1,1,1971,67.0928,32.7686,Cape Town,SOU,South Africa,32.95S,18.19E
1357718,2,1,1971,69.8576,33.3878,Cape Town,SOU,South Africa,32.95S,18.19E
1357719,3,1,1971,66.2036,33.3266,Cape Town,SOU,South Africa,32.95S,18.19E
1357720,4,1,1971,60.8738,33.2636,Cape Town,SOU,South Africa,32.95S,18.19E
1357721,5,1,1971,58.649,32.6318,Cape Town,SOU,South Africa,32.95S,18.19E
1357722,6,1,1971,54.1436,32.7542,Cape Town,SOU,South Africa,32.95S,18.19E
1357723,7,1,1971,53.0078,32.6048,Cape Town,SOU,South Africa,32.95S,18.19E
1357724,8,1,1971,52.4678,32.558,Cape Town,SOU,South Africa,32.95S,18.19E
1357725,9,1,1971,53.8304,33.1286,Cape Town,SOU,South Africa,32.95S,18.19E
1357726,10,1,1971,59.3258,32.8226,Cape Town,SOU,South Africa,32.95S,18.19E
1357727,11,1,1971,63.1382,32.513,Cape Town,SOU,South Africa,32.95S,18.19E
1357728,12,1,1971,66.3962,32.5706,Cape Town,SOU,South Africa,32.95S,18.19E
1357729,1,1,1972,69.0062,32.9756,Cape Town,SOU,South Africa,32.95S,18.19E
1357730,2,1,1972,68.684,32.5652,Cape Town,SOU,South Africa,32.95S,18.19E
1357731,3,1,1972,67.8938,32.4338,Cape Town,SOU,South Africa,32.95S,18.19E
1357733,5,1,1972,59.0108,32.4806,Cape Town,SOU,South Africa,32.95S,18.19E
1357735,7,1,1972,54.8654,32.711,Cape Town,SOU,South Africa,32.95S,18.19E
1357736,8,1,1972,54.5666,32.5202,Cape Town,SOU,South Africa,32.95S,18.19E
1357737,9,1,1972,58.2782,32.396,Cape Town,SOU,South Africa,32.95S,18.19E
1357738,10,1,1972,62.105,32.927,Cape Town,SOU,South Africa,32.95S,18.19E
1357739,11,1,1972,68.3618,34.2716,Cape Town,SOU,South Africa,32.95S,18.19E
1357740,12,1,1972,65.714,33.7874,Cape Town,SOU,South Africa,32.95S,18.19E
1357741,1,1,1973,67.8416,33.0296,Cape Town,SOU,South Africa,32.95S,18.19E
1357742,2,1,1973,69.7856,32.9054,Cape Town,SOU,South Africa,32.95S,18.19E
1357743,3,1,1973,66.9362,32.8748,Cape Town,SOU,South Africa,32.95S,18.19E
1357744,4,1,1973,65.894,34.3634,Cape Town,SOU,South Africa,32.95S,18.19E
1357745,5,1,1973,57.5762,32.9342,Cape Town,SOU,South Africa,32.95S,18.19E
1357746,6,1,1973,57.3836,33.1916,Cape Town,SOU,South Africa,32.95S,18.19E
1357747,7,1,1973,55.1246,33.3014,Cape Town,SOU,South Africa,32.95S,18.19E
1357748,8,1,1973,54.446,32.6228,Cape Town,SOU,South Africa,32.95S,18.19E
1357749,9,1,1973,55.1732,32.3672,Cape Town,SOU,South Africa,32.95S,18.19E
1357750,10,1,1973,62.627,32.7596,Cape Town,SOU,South Africa,32.95S,18.19E
1357751,11,1,1973,65.7608,33.1358,Cape Town,SOU,South Africa,32.95S,18.19E
1357752,12,1,1973,67.1414,33.4022,Cape Town,SOU,South Africa,32.95S,18.19E
1357753,1,1,1974,69.0026,33.2384,Cape Town,SOU,South Africa,32.95S,18.19E
1357754,2,1,1974,70.3202,34.6082,Cape Town,SOU,South Africa,32.95S,18.19E
1357755,3,1,1974,68.1404,32.9828,Cape Town,SOU,South Africa,32.95S,18.19E
1357756,4,1,1974,64.8806,34.772,Cape Town,SOU,South Africa,32.95S,18.19E
1357757,5,1,1974,58.3844,32.5706,Cape Town,SOU,South Africa,32.95S,18.19E
1357758,6,1,1974,56.2316,32.495,Cape Town,SOU,South Africa,32.95S,18.19E
1357759,7,1,1974,53.3318,32.828,Cape Town,SOU,South Africa,32.95S,18.19E
1357760,8,1,1974,53.5388,32.7686,Cape Town,SOU,South Africa,32.95S,18.19E
1357761,9,1,1974,55.1984,33.2924,Cape Town,SOU,South Africa,32.95S,18.19E
1357762,10,1,1974,58.4816,32.7956,Cape Town,SOU,South Africa,32.95S,18.19E
1357763,11,1,1974,64.5044,32.7632,Cape Town,SOU,South Africa,32.95S,18.19E
1357764,12,1,1974,66.9704,32.4644,Cape Town,SOU,South Africa,32.95S,18.19E
1357765,1,1,1975,67.6886,32.4572,Cape Town,SOU,South Africa,32.95S,18.19E
1357766,2,1,1975,70.1798,33.5606,Cape Town,SOU,South Africa,32.95S,18.19E
1357767,3,1,1975,67.5356,33.4922,Cape Town,SOU,South Africa,32.95S,18.19E
1357768,4,1,1975,62.3624,32.6696,Cape Town,SOU,South Africa,32.95S,18.19E
1357769,5,1,1975,58.2422,33.3032,Cape Town,SOU,South Africa,32.95S,18.19E
1357770,6,1,1975,56.2694,32.936,Cape Town,SOU,South Africa,32.95S,18.19E
1357771,7,1,1975,53.1356,33.4382,Cape Town,SOU,South Africa,32.95S,18.19E
1357772,8,1,1975,52.8944,33.0008,Cape Town,SOU,South Africa,32.95S,18.19E
1357773,9,1,1975,58.7696,33.0332,Cape Town,SOU,South Africa,32.95S,18.19E
1357774,10,1,1975,58.6058,33.305,Cape Town,SOU,South Africa,32.95S,18.19E
1357775,11,1,1975,62.9474,33.0242,Cape Town,SOU,South Africa,32.95S,18.19E
1357776,12,1,1975,66.506,33.4868,Cape Town,SOU,South Africa,32.95S,18.19E
1357778,2,1,1976,68.1764,33.0224,Cape Town,SOU,South Africa,32.95S,18.19E
1357779,3,1,1976,65.7428,32.6192,Cape Town,SOU,South Africa,32.95S,18.19E
1357780,4,1,1976,62.9744,32.6552,Cape Town,SOU,South Africa,32.95S,18.19E
1357781,5,1,1976,60.6182,32.5562,Cape Town,SOU,South Africa,32.95S,18.19E
1357782,6,1,1976,55.2092,32.7866,Cape Town,SOU,South Africa,32.95S,18.19E
1357783,7,1,1976,52.9574,33.1142,Cape Town,SOU,South Africa,32.95S,18.19E
1357784,8,1,1976,53.8196,32.5598,Cape Town,SOU,South Africa,32.95S,18.19E
1357785,9,1,1976,57.5168,32.8208,Cape Town,SOU,South Africa,32.95S,18.19E
1357786,10,1,1976,60.4616,33.1502,Cape Town,SOU,South Africa,32.95S,18.19E
1357787,11,1,1976,60.0134,34.385,Cape Town,SOU,South Africa,32.95S,18.19E
1357788,12,1,1976,65.4566,33.5768,Cape Town,SOU,South Africa,32.95S,18.19E
1357789,1,1,1977,66.9038,33.5552,Cape Town,SOU,South Africa,32.95S,18.19E
1357791,3,1,1977,66.902,32.9936,Cape Town,SOU,South Africa,32.95S,18.19E
1357792,4,1,1977,64.2866,32.504,Cape Town,SOU,South Africa,32.95S,18.19E
1357793,5,1,1977,56.2748,33.0188,Cape Town,SOU,South Africa,32.95S,18.19E
1357794,6,1,1977,55.5116,32.8406,Cape Town,SOU,South Africa,32.95S,18.19E
1357795,7,1,1977,52.6226,32.6228,Cape Town,SOU,South Africa,32.95S,18.19E
1357796,8,1,1977,56.0588,33.413,Cape Town,SOU,South Africa,32.95S,18.19E
1357797,9,1,1977,57.083,32.5724,Cape Town,SOU,South Africa,32.95S,18.19E
1357798,10,1,1977,59.5364,32.9018,Cape Town,SOU,South Africa,32.95S,18.19E
1357799,11,1,1977,65.147,32.8532,Cape Town,SOU,South Africa,32.95S,18.19E
1357800,12,1,1977,67.523,32.4626,Cape Town,SOU,South Africa,32.95S,18.19E
1357801,1,1,1978,69.0818,32.7326,Cape Town,SOU,South Africa,32.95S,18.19E
1357802,2,1,1978,67.9748,32.882,Cape Town,SOU,South Africa,32.95S,18.19E
1357803,3,1,1978,67.0514,33.5084,Cape Town,SOU,South Africa,32.95S,18.19E
1357804,4,1,1978,63.095,33.683,Cape Town,SOU,South Africa,32.95S,18.19E
1357805,5,1,1978,57.2522,32.7596,Cape Town,SOU,South Africa,32.95S,18.19E
1357806,6,1,1978,56.8544,33.0368,Cape Town,SOU,South Africa,32.95S,18.19E
1357807,7,1,1978,57.0974,34.2014,Cape Town,SOU,South Africa,32.95S,18.19E
1357808,8,1,1978,54.167,33.2852,Cape Town,SOU,South Africa,32.95S,18.19E
1357809,9,1,1978,56.0264,32.3816,Cape Town,SOU,South Africa,32.95S,18.19E
1357810,10,1,1978,58.0622,32.405,Cape Town,SOU,South Africa,32.95S,18.19E
1357811,11,1,1978,65.2928,32.5796,Cape Town,SOU,South Africa,32.95S,18.19E
1357812,12,1,1978,67.4492,33.0206,Cape Town,SOU,South Africa,32.95S,18.19E
1357813,1,1,1979,69.1142,34.2356,Cape Town,SOU,South Africa,32.95S,18.19E
1357814,2,1,1979,68.5454,33.0512,Cape Town,SOU,South Africa,32.95S,18.19E
1357815,3,1,1979,64.7816,33.2276,Cape Town,SOU,South Africa,32.95S,18.19E
1357816,4,1,1979,63.5972,33.9368,Cape Town,SOU,South Africa,32.95S,18.19E
1357817,5,1,1979,60.044,32.4716,Cape Town,SOU,South Africa,32.95S,18.19E
1357818,6,1,1979,56.5448,32.5796,Cape Town,SOU,South Africa,32.95S,18.19E
1357819,7,1,1979,54.2084,32.9198,Cape Town,SOU,South Africa,32.95S,18.19E
1357820,8,1,1979,55.9112,33.2618,Cape Town,SOU,South Africa,32.95S,18.19E
1357821,9,1,1979,56.597,32.387,Cape Town,SOU,South Africa,32.95S,18.19E
1357822,10,1,1979,59.0216,32.5238,Cape Town,SOU,South Africa,32.95S,18.19E
1357823,11,1,1979,65.3036,32.4914,Cape Town,SOU,South Africa,32.95S,18.19E
1357824,12,1,1979,68.2844,32.9828,Cape Town,SOU,South Africa,32.95S,18.19E
1357825,1,1,1980,68.5454,33.2078,Cape Town,SOU,South Africa,32.95S,18.19E
1357826,2,1,1980,67.7948,32.5256,Cape Town,SOU,South Africa,32.95S,18.19E
1357827,3,1,1980,68.063,32.7794,Cape Town,SOU,South Africa,32.95S,18.19E
1357828,4,1,1980,62.4164,32.6606,Cape Town,SOU,South Africa,32.95S,18.19E
1357829,5,1,1980,57.551,32.6732,Cape Town,SOU,South Africa,32.95S,18.19E
1357830,6,1,1980,55.4306,32.6048,Cape Town,SOU,South Africa,32.95S,18.19E
1357831,7,1,1980,56.5934,32.7956,Cape Town,SOU,South Africa,32.95S,18.19E
1357832,8,1,1980,57.056,32.621,Cape Town,SOU,South Africa,32.95S,18.19E
1357833,9,1,1980,58.3034,33.0098,Cape Town,SOU,South Africa,32.95S,18.19E
1357834,10,1,1980,60.7226,32.9792,Cape Town,SOU,South Africa,32.95S,18.19E
1357835,11,1,1980,62.24,33.242,Cape Town,SOU,South Africa,32.95S,18.19E
1357836,12,1,1980,66.0074,32.837,Cape Town,SOU,South Africa,32.95S,18.19E
1357837,1,1,1981,66.3872,32.7146,Cape Town,SOU,South Africa,32.95S,18.19E
1357838,2,1,1981,69.0962,32.8298,Cape Town,SOU,South Africa,32.95S,18.19E
1357839,3,1,1981,66.0002,32.5796,Cape Town,SOU,South Africa,32.95S,18.19E
1357840,4,1,1981,63.356,32.3888,Cape Town,SOU,South Africa,32.95S,18.19E
1357841,5,1,1981,60.494,32.7542,Cape Town,SOU,South Africa,32.95S,18.19E
1357842,6,1,1981,53.5694,32.8046,Cape Town,SOU,South Africa,32.95S,18.19E
1357843,7,1,1981,52.5578,32.8586,Cape Town,SOU,South Africa,32.95S,18.19E
1357844,8,1,1981,52.9862,33.413,Cape Town,SOU,South Africa,32.95S,18.19E
1357845,9,1,1981,56.8688,32.7884,Cape Town,SOU,South Africa,32.95S,18.19E
1357846,10,1,1981,61.9088,33.2996,Cape Town,SOU,South Africa,32.95S,18.19E
1357847,11,1,1981,63.797,32.8154,Cape Town,SOU,South Africa,32.95S,18.19E
1357848,12,1,1981,66.875,32.837,Cape Town,SOU,South Africa,32.95S,18.19E
1357849,1,1,1982,66.9866,32.72,Cape Town,SOU,South Africa,32.95S,18.19E
1357850,2,1,1982,67.8506,32.5688,Cape Town,SOU,South Africa,32.95S,18.19E
1357851,3,1,1982,65.9066,32.8568,Cape Town,SOU,South Africa,32.95S,18.19E
1357852,4,1,1982,61.2734,33.395,Cape Town,SOU,South Africa,32.95S,18.19E
1357853,5,1,1982,58.5878,32.6642,Cape Town,SOU,South Africa,32.95S,18.19E
1357854,6,1,1982,54.086,33.3842,Cape Town,SOU,South Africa,32.95S,18.19E
1357855,7,1,1982,54.3812,32.6084,Cape Town,SOU,South Africa,32.95S,18.19E
1357856,8,1,1982,54.8798,32.4302,Cape Town,SOU,South Africa,32.95S,18.19E
1357857,9,1,1982,60.4976,32.5706,Cape Town,SOU,South Africa,32.95S,18.19E
1357858,10,1,1982,62.6576,33.566,Cape Town,SOU,South Africa,32.95S,18.19E
